Name,Type,City,State or Country,Offical_Web,Introduction,Industries,Campaign,Transactions,Location,Team,References,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

April 2016

Utica Leaseco LLC provided debt financing to CNC Machine Manufacturing Company.
Industries
Electronic Manufacturing Services, Industrial Machinery & Equipment

April 2016

Utica Leaseco LLC provided debt financing to Energy Services and Construction Company.
Industries
Construction & Farm Machinery & Heavy Trucks

March 2016

Utica Leaseco LLC provided debt financing to Food Processing & Packaging Equipment.
Industries
Industrial Machinery & Equipment

March 2016

Utica Leaseco LLC provided capital to CNC Ordinance Manufacturing.
Industries
Electronic Manufacturing Services, Industrial Machinery & Equipment

February 2016

Utica Leaseco LLC provided capital to Louisiana Construction Start Up.
Industries
Construction & Engineering, Construction & Farm Machinery & Heavy Trucks, Construction Materials, +1 more

February 2016

Utica Leaseco LLC provided capital to Family Owned and Operated Concrete Company.
Industries
Building Products, Construction Materials, Industrial Machinery & Equipment

February 2016

Utica Leaseco LLC provided capital to Illinois Machining Business.
Industries
Construction & Farm Machinery & Heavy Trucks, Construction & Farm Machinery & Heavy Trucks, Industrial Machinery & Equipment, +1 more

January 2016

Utica Leaseco LLC provided capital to Participation in a $10 million ABL transaction.
Industries
Nutraceuticals

January 2016

Utica Leaseco LLC provided capital to Multi-state Farming Enterprise.
Industries
Agricultural Products

December 2015

Utica Leaseco LLC provided capital to Craft Brewery.
Industries
Brewers

September 2015

Utica Leaseco LLC provided capital to Oil Field Services Provider.
Industries
Oil & Gas Drilling, Oil & Gas Equipment & Services, Oil & Gas Storage & Transportation

September 2015

Utica Leaseco LLC provided capital to Ammunition Manufacturer.
Industries
Aerospace & Defense
","Headquarters HQ
905 South Blvd. East, 
Rochester Hills, MI 48307
US
Satellite 
174 Raven Lane, 
Bloomingdale, IL 60108
US","William Callewaert

George Garrod

Dave Wanders",https://network.axial.net/company/oaktree-capital-management-lp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

AMCI Finance,Senior Lender ,Spokane, WA,http://amcifinance.com,"AMCI Finance is an asset based senior lender financing opportunities throughout the Western United States.  Since 1985, AMCI has worked with companies across many industries to provide flexible solutions to their capital needs including lines of credit for accounts receivables, inventory and equipment, flooring of inventory, equipment leasing for new and used equipment and sale/lease-back for existing equipment. We've figured out over the last 30+ years how to provide funding that others can't or won't. Usually, AMCI is the most cost effective solution to meet the customers immediate and short-term financial challenges. Similar to a bank, our rate/fees are ‰ÛÏPrime Plus‰Ûù but slightly higher because we do what a bank can‰Ûªt. In addition, we‰Ûªre not bankers, but business people who‰Ûªve owned, operated and financed businesses. http://amcifinance.com/.

    Show Less","Business Services:Advertising; Airport Services; Commercial Printing; Data Processing & Outsourced Services; Diversified Support Services; Environmental & Facilities Services; Human Resource & Employment Services; IT Consulting & Other Services; Marine Ports & Services; Office Services & Supplies; Payment Processors; Research & Consulting Services; Security & Alarm Services

Consumer Goods:Agricultural Products; Apparel, Accessories & Luxury Goods; Auto Parts & Accessories; Automotive Products; Brewers; Consumer Durables & Apparel; Consumer Electronics; Distillers & Vintners; Food, Beverage & Tobacco; Footwear; Home Furnishings; Household & Personal Products; Household Appliances; Household Products; Housewares & Specialties; Leisure Products; Packaged Foods & Meats; Personal Products; Photographic Products; Soft Drinks; Textiles; Tires & Rubber

Consumer Services:Education Services; Hotel, Resort & Cruise Line Operators; Leisure Facilities; Specialized Consumer Services

Distribution:Air Freight & Logistics; Food Distributors; Health Care Distributors; Marine Shipping; Retail Distributors; Technology Distributors; Third Party Logistics (3PL); Trading Companies & Distributors; Trucking

Health Care:Health Care Distributors; Health Care Equipment; Health Care Supplies

Industrials:Aerospace & Defense; Air Freight & Logistics; Airport Services; Building Products; Capital Goods; Construction & Farm Machinery & Heavy Trucks; Electrical Components & Equipment; Heavy Electrical Equipment; Highways & Railtracks; Industrial Conglomerates; Industrial Machinery & Equipment; Safety Equipment; Third Party Logistics (3PL); Trading Companies & Distributors; Transportation; Trucking

Life Sciences:Life Sciences Tools & Services; Nutraceuticals; Pharmaceuticals

Manufacturing:Aerospace & Defense; Apparel, Accessories & Luxury Goods; Auto Parts & Accessories; Automobile Manufacturers; Building Products; Computer Storage & Peripherals; Construction & Farm Machinery & Heavy Trucks; Construction Materials; Consumer Electronics; Electronic Manufacturing Services; Forest Products; Health Care Equipment; Health Care Supplies; Heavy Electrical Equipment; Heavy Manufacturing; Industrial Machinery & Equipment; Light Manufacturing; Metal, Glass & Plastic Containers; Motorcycle Manufacturers; Office Electronics; Paper Packaging; Paper Products; Personal Products; Photographic Products; Safety Equipment; Textiles; Tires & Rubber

Materials:Aluminum Products; Chemicals; Commodity Chemicals; Construction Materials; Containers & Packaging; Diversified Chemicals; Fertilizers & Agricultural Chemicals; Forest Products; Gold Products; Industrial Gases; Metal Ore Mining; Metal, Glass & Plastic Containers; Metals & Mining; Nonmetallic Mineral Mining & Quarrying; Other Metal & Mineral Products; Paper & Forest Products; Paper Packaging; Paper Products; Specialty Chemicals; Steel Products

Media:Advertising; Broadcasting; Cable & Satellite; Publishing

Retail:Catalog Retail; Internet Retail; Retail Distributors

Technology:Application Software; Communications Equipment; Computer Hardware; Computer Storage & Peripherals; Electrical Components & Equipment; Electronic Components; Electronic Equipment & Instruments; Electronic Manufacturing Services; Financial Technology; Hardware; Health Care Technology; Home Entertainment Software; Internet Software & Services; Semiconductor Equipment; Semiconductors; Software; Systems Software; Technology Distributors

Telecommunications:Alternative Carriers; Integrated Telecommunication Services; Wireless Telecommunication Services

Show Less",[],"
January 2015

AMCI Finance provided debt financing to Food Manufacturing.
Industries
Packaged Foods & Meats

January 2015

AMCI Finance provided debt financing to Food Manufacturing.
Industries
Packaged Foods & Meats

January 2014

AMCI Finance provided debt financing to Business Services.
Industries
Diversified Support Services

January 2013

AMCI Finance provided debt financing to Retail.
Industries
Retail Distributors

January 2013

AMCI Finance provided debt financing to Materials Distribution.
Industries
Trading Companies & Distributors

January 2010

AMCI Finance provided debt financing to Manufacturing.
Industries
Building Products, Construction & Farm Machinery & Heavy Trucks

January 2009

AMCI Finance provided debt financing to Business Services.
Industries
Diversified Support Services

January 2009

AMCI Finance provided debt financing to Manufacturing.
Industries
Building Products, Construction Materials
","Headquarters HQ
104 South Freya Street, Lilac Flag Building Suite 216
Spokane, WA 99202
US","Bill Schweiger
President",https://network.axial.net/company/oaktree-capital-management-lp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

Alliance Business Lending LLC,Senior Lender ,Cincinnati, OH,http://www.alliancebusinesslending.com,"Alliance Business Lending (ABL) was founded by Jerry Kohlhepp, Steve Kieffner and John Cain. Messers Kohlhepp and Kieffner have over 65 years of asset-based lending experience. The recession and credit crisis in 2007-2009 dramatically changed the landscape for banks and business, especially small business. The debt market for small business has become very limited and without adequate credit business growth is restrained. The founder‰Ûªs envisioned this as an opportunity to both assist the banking community and small business, so they embarked upon the process of creating an independent commercial finance company to provide asset-based lending.The end result was the formation of Alliance Business Lending, LLC that is capitalized with a private equity placement and a substantial line of credit. ABL has an independent board comprised of seven managing members including the founders.ABL offers working capital lines of credit secured by accounts receivable and inventory. It provides state of the art collateral monitoring and loan administration services, and is only focused on the small business market within Ohio, Kentucky, Indiana, West Virginia, Tennessee, Pennsylvania, Illinois, Michigan and Wisconsin. ABL is poised and driven to be the lender of preference in this market.

    Show Less","Business Services:Airport Services; Commercial Printing; Data Processing & Outsourced Services; Diversified Support Services; Environmental & Facilities Services; Human Resource & Employment Services; Marine Ports & Services; Office Services & Supplies; Research & Consulting Services; Security & Alarm Services

Consumer Goods:Agricultural Products; Apparel, Accessories & Luxury Goods; Auto Parts & Accessories; Automotive Products; Consumer Durables & Apparel; Consumer Electronics; Food, Beverage & Tobacco; Footwear; Home Furnishings; Household & Personal Products; Household Appliances; Household Products; Housewares & Specialties; Leisure Products; Packaged Foods & Meats; Personal Products; Photographic Products; Soft Drinks; Textiles; Tires & Rubber; Tobacco

Distribution:Air Freight & Logistics; Food Distributors; Health Care Distributors; Marine Shipping; Retail Distributors; Technology Distributors; Third Party Logistics (3PL); Trading Companies & Distributors; Trucking

Health Care:Health Care Distributors; Health Care Equipment; Health Care Facilities; Health Care Services; Health Care Supplies; Health Care Technology; Managed Health Care

Industrials:Aerospace & Defense; Air Freight & Logistics; Airlines; Airport Services; Building Products; Capital Goods; Construction & Engineering; Construction & Farm Machinery & Heavy Trucks; Electrical Components & Equipment; Heavy Electrical Equipment; Highways & Railtracks; Industrial Conglomerates; Industrial Machinery & Equipment; Marine Ports & Services; Marine Shipping; Railroads; Safety Equipment; Third Party Logistics (3PL); Trading Companies & Distributors; Transportation; Trucking

Life Sciences:Life Sciences Tools & Services; Nutraceuticals; Pharmaceuticals

Manufacturing:Aerospace & Defense; Apparel, Accessories & Luxury Goods; Auto Parts & Accessories; Automobile Manufacturers; Building Products; Computer Storage & Peripherals; Construction & Farm Machinery & Heavy Trucks; Construction Materials; Consumer Electronics; Electronic Manufacturing Services; Forest Products; Health Care Equipment; Health Care Supplies; Heavy Electrical Equipment; Heavy Manufacturing; Industrial Machinery & Equipment; Light Manufacturing; Metal, Glass & Plastic Containers; Motorcycle Manufacturers; Office Electronics; Paper Packaging; Paper Products; Personal Products; Photographic Products; Safety Equipment; Textiles; Tires & Rubber

Materials:Aluminum Products; Chemicals; Commodity Chemicals; Construction Materials; Containers & Packaging; Diversified Chemicals; Fertilizers & Agricultural Chemicals; Forest Products; Gold Products; Industrial Gases; Metal Ore Mining; Metal, Glass & Plastic Containers; Metals & Mining; Nonmetallic Mineral Mining & Quarrying; Other Metal & Mineral Products; Paper & Forest Products; Paper Packaging; Paper Products; Specialty Chemicals; Steel Products

Retail:Retail Distributors

Technology:Communications Equipment; Computer Hardware; Computer Storage & Peripherals; Electrical Components & Equipment; Electronic Components; Electronic Equipment & Instruments; Electronic Manufacturing Services; Hardware; Semiconductor Equipment; Semiconductors; Technology Distributors

Telecommunications:Alternative Carriers

Show Less",[],"
February 2016

Alliance Business Lending LLC provided debt financing to Illinois Bio-Hazzard Remediation Company.
Industries
Environmental & Facilities Services

December 2015

Alliance Business Lending LLC provided debt financing to Ohio Truck Lift & Body Conversion Company.
Industries
Auto Parts & Accessories, Specialized Consumer Services

May 2015

Alliance Business Lending LLC provided debt financing to Ohio Pharmaceutical Distributor.
Industries
Health Care Distributors

May 2015

Alliance Business Lending LLC provided debt financing to Ohio Biosciences Company.
Industries
Health Care Services

April 2015

Alliance Business Lending LLC provided debt financing to Ohio Printing & Packaging Company.
Industries
Commercial Printing

December 2014

Alliance Business Lending LLC provided debt financing to Ohio Industrial Temperature Management Manufacturer.
Industries
Industrial Machinery & Equipment

December 2014

Alliance Business Lending LLC provided debt financing to Ohio Metal Products Manufacturer.
Industries
Other Metal & Mineral Products

December 2014

Alliance Business Lending LLC provided debt financing to Ohio Conveyor Manufacturer.
Industries
Industrial Machinery & Equipment

June 2014

Alliance Business Lending LLC provided debt financing to Ohio Building Products Supply.
Industries
Building Products

June 2014

Alliance Business Lending LLC provided debt financing to Ohio Metal Manufacturer.
Industries
Metal, Glass & Plastic Containers

February 2014

Alliance Business Lending LLC provided debt financing to Kentucky Packaging Manufacturer.
Industries
Paper Packaging

January 2014

Alliance Business Lending LLC provided debt financing to Indiana Healthcare Company.
Industries
Health Care Services

September 2013

Alliance Business Lending LLC provided debt financing to Kentucky Home Heating Manufacturer.
Industries
Heavy Electrical Equipment

August 2013

Alliance Business Lending LLC provided debt financing to Kentucky Fleet Services Company.
Industries
Auto Parts & Accessories, Specialized Consumer Services, Trucking

April 2013

Alliance Business Lending LLC provided debt financing to Ohio Food Serivces Company.
Industries
Food Distributors, Specialized Consumer Services

April 2013

Alliance Business Lending LLC provided debt financing to Ohio Assembler of Healthcare Electronics.
Industries
Health Care Technology

March 2013

Alliance Business Lending LLC provided debt financing to Ohio Flooring Wholesaler & Retailer.
Industries
Building Products, Homebuilding

February 2013

Alliance Business Lending LLC provided debt financing to Kentucky Window & Door Manufacturer.
Industries
Building Products

February 2013

Alliance Business Lending LLC provided debt financing to Ohio Contract Manufacturer.
Industries
Heavy Electrical Equipment

January 2013

Alliance Business Lending LLC provided debt financing to Ohio Healthcare Education Equipment Distributor.
Industries
Retail Distributors

October 2012

Alliance Business Lending LLC provided debt financing to Ohio Printing Company.
Industries
Commercial Printing
","Headquarters HQ
1095 Nimitzview Drive , Suite 400
Cincinnati, OH 45230
US
Satellite 
600 Superior Avenue East, Suite 1300 , 
Cleveland, OH 44114
US
Satellite 
3815 River Crossing Parkway, Suite 100, 
Indianapolis, IN 46240
US
Satellite 
180N. LaSalle Street, Suite 3700, 
Chicago, IL 60601-2809
US","Mary McGuire

MJ Hilker
Vice President

Paul Count
SVP",https://network.axial.net/company/oaktree-capital-management-lp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

Choice Bank,Senior Lender ,Irvine, CA,https://network.axial.net/a/company/choice-bank,"Choice Bank offers a wide array of financial solutions for your personal, business and commercial banking needs, designed to accommodate the way you bank today, while helping you build financial security for the future.","Business Services:Advertising; Airport Services; Commercial Printing; Data Processing & Outsourced Services; Diversified Support Services; Environmental & Facilities Services; Human Resource & Employment Services; IT Consulting & Other Services; Marine Ports & Services; Office Services & Supplies; Payment Processors; Research & Consulting Services; Security & Alarm Services

Consumer Goods:Agricultural Products; Apparel, Accessories & Luxury Goods; Auto Parts & Accessories; Automotive Products; Brewers; Consumer Durables & Apparel; Consumer Electronics; Distillers & Vintners; Food, Beverage & Tobacco; Footwear; Home Furnishings; Homebuilding; Household & Personal Products; Household Appliances; Household Products; Housewares & Specialties; Leisure Products; Packaged Foods & Meats; Personal Products; Photographic Products; Soft Drinks; Textiles; Tires & Rubber; Tobacco

Consumer Services:Casino & Gaming Operators; Education Services; Hotel, Resort & Cruise Line Operators; Leisure Facilities; Restaurants; Specialized Consumer Services

Distribution:Air Freight & Logistics; Food Distributors; Health Care Distributors; Marine Shipping; Retail Distributors; Technology Distributors; Third Party Logistics (3PL); Trading Companies & Distributors; Trucking

Energy & Utilities:Alternative Energy; Alternative Energy Distribution; Alternative Energy Production; Coal & Consumable Fuels; Electric Utilities; Energy Equipment & Services; Gas Utilities; Independent Power Producers & Energy Traders; Integrated Oil & Gas; Multi-Utilities; Oil & Gas Drilling; Oil & Gas Equipment & Services; Oil & Gas Exploration & Production; Oil & Gas Refining & Marketing; Oil & Gas Storage & Transportation; Oil, Gas & Consumable Fuels; Utilities; Water Utilities

Financial Services:Asset Management & Custody Banks; Banks; Consumer Finance; Credit & Debit Card Issuers; Diversified Banks; Diversified Capital Markets; Diversified Financials; Financial Technology; Insurance; Insurance Brokers; Investment Banking & Brokerage; Life & Health Insurance; Mortgage Banker; Mortgage Broker; Mortgage Processors & Servicers; Multi-Sector Holdings; Multi-line Insurance; Other Diversified Financial Services; Payday Lenders; Payment Processors; Property & Casualty Insurance; Regional Banks; Reinsurance; Specialized Finance; Thrifts & S&Ls

Health Care:Health Care Distributors; Health Care Equipment; Health Care Facilities; Health Care Services; Health Care Supplies; Health Care Technology; Managed Health Care

Industrials:Aerospace & Defense; Air Freight & Logistics; Airlines; Airport Services; Building Products; Capital Goods; Construction & Engineering; Construction & Farm Machinery & Heavy Trucks; Electrical Components & Equipment; Heavy Electrical Equipment; Highways & Railtracks; Industrial Conglomerates; Industrial Machinery & Equipment; Marine Ports & Services; Marine Shipping; Railroads; Safety Equipment; Third Party Logistics (3PL); Trading Companies & Distributors; Transportation; Trucking

Life Sciences:Biotechnology; Life Sciences Tools & Services; Nutraceuticals; Pharmaceuticals

Manufacturing:Aerospace & Defense; Apparel, Accessories & Luxury Goods; Auto Parts & Accessories; Automobile Manufacturers; Building Products; Computer Storage & Peripherals; Construction & Farm Machinery & Heavy Trucks; Construction Materials; Consumer Electronics; Electronic Manufacturing Services; Forest Products; Health Care Equipment; Health Care Supplies; Heavy Electrical Equipment; Heavy Manufacturing; Industrial Machinery & Equipment; Light Manufacturing; Metal, Glass & Plastic Containers; Motorcycle Manufacturers; Office Electronics; Paper Packaging; Paper Products; Personal Products; Photographic Products; Safety Equipment; Textiles; Tires & Rubber

Materials:Aluminum Products; Chemicals; Commodity Chemicals; Construction Materials; Containers & Packaging; Diversified Chemicals; Fertilizers & Agricultural Chemicals; Forest Products; Gold Products; Industrial Gases; Metal Ore Mining; Metal, Glass & Plastic Containers; Metals & Mining; Nonmetallic Mineral Mining & Quarrying; Other Metal & Mineral Products; Paper & Forest Products; Paper Packaging; Paper Products; Specialty Chemicals; Steel Products

Media:Advertising; Broadcasting; Cable & Satellite; Digital & Social Media; Movies & Entertainment; Publishing

Real Estate:Diversified Real Estate Activities; Real Estate Development; Real Estate Investment Trusts (REITs); Real Estate Operating Companies; Real Estate Services

Retail:Apparel Retail; Automotive Retail; Catalog Retail; Computer & Electronics Retail; Department Stores; Drug Retail; Food Retail; General Merchandise Stores; Home Improvement Retail; Homefurnishing Retail; Hypermarkets & Super Centers; Internet Retail; Retail Distributors; Specialty Stores

Technology:Application Software; Communications Equipment; Computer Hardware; Computer Storage & Peripherals; Electrical Components & Equipment; Electronic Components; Electronic Equipment & Instruments; Electronic Manufacturing Services; Financial Technology; Hardware; Health Care Technology; Home Entertainment Software; Internet Software & Services; Semiconductor Equipment; Semiconductors; Software; Systems Software; Technology Distributors

Telecommunications:Alternative Carriers; Integrated Telecommunication Services; Wireless Telecommunication Services

Show Less",[],,"Headquarters HQ
113 Lamplighter, 
Irvine, CA 92629
US",Paul Jacobson,https://network.axial.net/company/oaktree-capital-management-lp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

"Capstone Business Funding, LLC",Senior Lender ,New York, NY,http://capstonetrade.com,"Headquartered in New York City, Capstone is a private finance company focused on accelerating client cash flow.We provide client-specific solutions through Factoring Services (Accounts Receivable Financing), Purchase Order (PO) Financing and Domestic and International Trade Financing. Our services offer results to construction trades, service companies, and wholesalers.Combining client assets and resources with our advanced logistics platform, Capstone provides customer outcomes through the following entities:Capstone Business Funding, LLC specializes in Single Invoice Factoring ( ‰ÛÏSpot Factoring‰Ûù ) for firms in need of immediate cash. Spot Factoring provides flexible, no contract invoice selling in exchange for working capital from Capstone Business Funding. Capstone Credit, LLC focuses on discount and collection Factoring and Purchasing Accounts Receivable from clients. Capstone Capital Group, LLC provides Trade Financing, PO Financing, and short-term, asset supported loans for clients. Capstone Capital Group delivers guaranteed bank payment instruments to global manufacturers and suppliers. In exchange, we promise distribution of presold merchandise to its clients.

    Show Less","Business Services:Airport Services; Data Processing & Outsourced Services; Diversified Support Services; Environmental & Facilities Services; Human Resource & Employment Services; IT Consulting & Other Services; Marine Ports & Services; Research & Consulting Services

Industrials:Capital Goods; Construction & Engineering; Construction & Farm Machinery & Heavy Trucks

Manufacturing:Construction Materials; Heavy Manufacturing

Show Less",[],"
May 2016

Capstone Business Funding, LLC provided capital to Massachusetts Based Solar Energy Firm.
Industries
Alternative Energy Production

May 2016

Capstone Business Funding, LLC provided capital to Central Texas General Construction Company.
Industries
Construction & Engineering

April 2016

Capstone Business Funding, LLC provided capital to An Atlanta, GA Based Demolition, Site Prep, and Concrete Finishing Contractor.
Industries
Construction & Engineering, Diversified Support Services

April 2016

Capstone Business Funding, LLC provided capital to Delaware Based Masonry Contractor.
Industries
Construction & Engineering

March 2016

Capstone Business Funding, LLC provided capital to Minority Owned Construction Management Company.
Industries
Construction & Engineering

February 2016

Capstone Business Funding, LLC provided debt financing to Concrete Precast Company - Factoring & Term Loan $150k.
Industries
Construction & Engineering

February 2016

Capstone Business Funding, LLC provided capital to Texas Based Painting and Drywall Contractor.
Industries
Building Products, Diversified Support Services

January 2016

Capstone Business Funding, LLC provided capital to Wireless Telecommunication Service Company - Factoring & Term Loan $400k.
Industries
Wireless Telecommunication Services

January 2016

Capstone Business Funding, LLC provided capital to IT Consulting Company.
Industries
IT Consulting & Other Services

January 2016

Capstone Business Funding, LLC provided capital to Multidivisional Bakery Group.
Industries
Food Distributors, Food Retail

December 2015

Capstone Business Funding, LLC provided capital to Michigan Based Crane Services Company.
Industries
Construction & Farm Machinery & Heavy Trucks

November 2015

Capstone Business Funding, LLC provided capital to Massachusetts Based Environmental Contracting Company.
Industries
Environmental & Facilities Services

October 2015

Capstone Business Funding, LLC provided capital to Painting Contractor.
Industries
Diversified Support Services

October 2015

Capstone Business Funding, LLC provided capital to Cell Tower Construction and Maintenance Company.
Industries
Construction & Engineering

July 2015

Capstone Business Funding, LLC provided debt financing to Specialize Electrical Company - Factoring & Term Loan - $200K.
Industries
Electric Utilities

June 2015

Capstone Business Funding, LLC provided debt financing to Environment Services Company - Factoring & Term Loan - $2.7M.
Industries
Environmental & Facilities Services

April 2015

Capstone Business Funding, LLC provided debt financing to Waterway Debris Removal Firm - Factoring & Term Loan.
Industries
Environmental & Facilities Services

January 2015

Capstone Business Funding, LLC provided debt financing to Landscaping Company - Factoring & Term Loan - $400K.
Industries
Specialized Consumer Services

November 2014

Capstone Business Funding, LLC provided debt financing to Environmental Services Company - Factoring & Term Loan - $2.3M.
Industries
Environmental & Facilities Services

May 2014

Capstone Business Funding, LLC provided debt financing to Construction Firm - Factoring & Term Loan.
Industries
Construction & Engineering

May 2014

Capstone Business Funding, LLC provided debt financing to Electrical Contracting Firm - Factoring & Term Loan.
Industries
Electric Utilities

May 2014

Capstone Business Funding, LLC provided debt financing to Painting	Subcontractor - Factoring & Term Loan - $2.5M.
Industries
Construction Materials

April 2013

Capstone Business Funding, LLC provided debt financing to Interior Design Firm - Factoring & Term Loan.
Industries
Specialized Consumer Services

February 2013

Capstone Business Funding, LLC provided debt financing to Woman-Owned Construction Firm - Factoring & Term Loan.
Industries
Construction & Engineering

October 2012

Capstone Business Funding, LLC provided debt financing to Wrist Watch Company - Trade Financing & Factoring.
Industries
Apparel, Accessories & Luxury Goods

October 2012

Capstone Business Funding, LLC provided debt financing to Excavating and Earthwork Construction Subcontractor - Factoring & Term Loan.
Industries
Construction & Engineering
","Headquarters HQ
810 Seventh Avenue , 27th Floor 
New York, NY 10019
US","Thomas Ingrassia
Corporate Finance Manager

David Culotta
Senior Associate

Constantine Vasiliou
Business Development Coordinator",https://network.axial.net/company/oaktree-capital-management-lp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

Brook Venture Partners,Venture Capital ,Wakefield, MA,http://www.brookventure.com,"Since 1995, Brook Venture Partners has invested in or acquired controlling interest in over 40 expansion stage companies in the Northeastern and Mid-Atlantic US. We are focused on profitable companies in the software, healthcare IT and tech-enabled business service industries, with initial investments typically under $12 million. We are currently investing from Brook Partner Fund III which is focused on acquisitions and majority investments of comanies generating $2-30 million in revenue with earnings between $1-4 million with recurring revenue streams. We provide financing to profitable, expansion stage companies. Investment dollars are targeted to support the accelerated business development and sales growth of portfolio companies &ndash effectively scaling an already proven model to help these companies capitalize on their respective market opportunities. We act as lead investor and play an active role in building strong, outside-dominated boards where investors and industry experts add significant value. Our team is highly focused on sales & marketing acceleration and works with the portfolio companies to maximize lead generation, sales conversion rates and overall sales and marketing activity. Beginning at the time of investment Brook works with management teams to build portfolio companies toward exit.

    Show Less","Business Services:Advertising; Data Processing & Outsourced Services; Diversified Support Services; Security & Alarm Services

Financial Services:Consumer Finance; Financial Technology; Payday Lenders; Payment Processors

Health Care:Health Care Services; Health Care Technology

Life Sciences:Biotechnology; Life Sciences Tools & Services

Media:Broadcasting; Digital & Social Media; Movies & Entertainment; Publishing

Real Estate:Real Estate Services

Technology:Application Software; Communications Equipment; Hardware; Home Entertainment Software; Internet Software & Services; Software; Systems Software

Telecommunications:Integrated Telecommunication Services; Wireless Telecommunication Services

Show Less",[],"
June 2015

Brook Venture Partners provided capital to Medicine-on-time.
Industries
Health Care Services, Health Care Technology

February 2015

Brook Venture Partners acquired Tricast, LLC.
Industries
Health Care Technology

July 2014

Brook Venture Partners acquired DataMentors, LLC.
Industries
Application Software, Data Processing & Outsourced Services, Diversified Support Services, +4 more

February 2014

Brook Venture Partners acquired Relevate.
Industries
Advertising, Data Processing & Outsourced Services, Diversified Support Services

February 2014

Brook Venture Partners acquired Certica Solutions, Inc..
Industries
Application Software, Diversified Support Services, Education Services, +1 more

February 2014

Brook Venture Partners acquired BabyAge Inc..
Industries
Apparel Retail, Internet Retail, Specialty Stores

February 2014

Brook Venture Partners acquired Arigo Inc..
Industries
Data Processing & Outsourced Services, Diversified Support Services, Human Resource & Employment Services

February 2014

Brook Venture Partners acquired LW Robbins Associates, Inc.
Industries
Advertising, Diversified Support Services

February 2014

Brook Venture Partners acquired Software Unlimited.
Industries
Application Software, Health Care Technology, Systems Software

May 2013

Brook Venture Partners acquired Medical Mastermind.
Industries
Application Software, Financial Technology, Health Care Technology, +2 more

November 2012

Brook Venture Partners acquired Intac International, Inc..
Industries
Construction & Engineering, Environmental & Facilities Services, Oil & Gas Equipment & Services, +1 more

July 2012

Brook Venture Partners provided capital to Member Benefits, Inc..
Industries
Advertising, Hotel, Resort & Cruise Line Operators, Leisure Facilities, +2 more

April 2008

Brook Venture Partners acquired Verge Solutions, LLC.
Industries
Application Software, Health Care Technology

April 2008

Brook Venture Partners acquired Security Innovation.
Industries
Application Software, Security & Alarm Services
","Headquarters HQ
301 Edgewater Place, 
Wakefield, MA 01880
US","Cameron O‰ÛªLeary
Analyst",https://network.axial.net/company/oaktree-capital-management-lp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

Johnson & Johnson Development Corporation,Venture Capital ,New Brunswick, NJ,http://www.jjdevcorp.com/,"Johnson & Johnson Development Corporation (JJDC) is the venture capital subsidiary of Johnson & Johnson. JJDC is comprised of experts and leaders in the health care and technology venture communities who identify early market indicators, health care trends, and strategic investment opportunities. Unlike traditional venture capital firms, JJDC determines the success of an investment's performance not only in financial returns, but also in the viability of providing strategic growth options for Johnson & Johnson.JJDC plays an integral role within Johnson & Johnson Corporate Development in the identification of new business opportunities outside of Johnson & Johnson's traditional portfolio and market presence. JJDC identifies white space opportunities and develops new businesses in emergent health care sectors while also creating support venture investments in alignment with the strategic objectives of Johnson & Johnson operating companies.

    Show Less",[],[],,"Headquarters HQ
410 George Street, 
New Brunswick, NJ 08901
US","Jeffry Wu
Principal

Neeraj Teotia",https://network.axial.net/company/oaktree-capital-management-lp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

OCR Capital,Venture Capital ,Londonderry, NH,http://www.ocrcapital.com/,"OCR Capital is a boutique Capital Search & Secure company that facilitates the Financing of Commercial Ventures, Property and Construction, Alternative Energy Financing for Solar, Wind, Geothermal.We also offer service in Capital Search & Secure for new ventures, mergers & acquisitions with an investor base ranging from traditional institutional lenders to the hard money lending community.We have solid partners in wind profiling analysis, service providers, and years of expertise in the wind farm industry including wind profiling, project site locating, negotiation expertise with power companies, and regulatory authorities.

    Show Less",Financial Services:Diversified Capital Markets; Diversified Financials; Investment Banking & Brokerage; Other Diversified Financial Services; Specialized Finance,[],,"Headquarters HQ
11 Elwood Road, 
Londonderry, NH 03053
